ds,y,month,quarter,year,month_sin,month_cos,y_log,lag_1,lag_2,lag_3,lag_6,lag_12,roll_mean_3,roll_mean_6,roll_std_3,diff_1_3,diff_1_12,region_Caribbean,region_Central Africa,region_Central America,region_Central Asia,region_Central US,region_Eastern Africa,region_Eastern Asia,region_Eastern Europe,region_Eastern US,region_North Africa,region_Northern Europe,region_Oceania,region_South America,region_Southeastern Asia,region_Southern Africa,region_Southern Asia,region_Southern Europe,region_Southern US,region_Western Africa,region_Western Asia,region_Western Europe,region_Western US
2013-07-01,0.0,7,3,2013,-0.4999999999999997,-0.8660254037844388,0.0,2.0028304393079956,4.501585869731521,4.807866102033196,5.052161040924754,6.037870919922137,3.7707608036909037,4.401117463428718,1.5387121969864934,-2.8050356627252,-4.035040480614142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-01,1862.04,8,3,2013,-0.8660254037844385,-0.5000000000000004,7.529964841117204,0.0,2.0028304393079956,4.501585869731521,4.405010471064257,4.333361462692601,2.168138769679839,3.5590906232745927,2.2553412089325557,-4.501585869731521,-4.333361462692601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-01,56.4,9,3,2013,-1.0,-1.8369701987210297e-16,4.050044303325521,7.529964841117204,0.0,2.0028304393079956,5.637250857510586,5.542595990392205,3.1775984268084,4.07991635161675,3.900019550650627,5.527134401809208,1.987368850724999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,14.27,10,4,2013,-0.8660254037844386,0.5000000000000001,2.725890119230541,4.050044303325521,7.529964841117204,0.0,4.807866102033196,6.244904492653542,3.860003048147575,3.815381925919239,3.76857789970136,4.050044303325521,-2.194860189328021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,1206.13,11,4,2013,-0.5000000000000004,0.8660254037844384,7.096000920351611,2.725890119230541,4.050044303325521,7.529964841117204,4.501585869731521,3.2003044392827653,4.7686330878910885,3.4683859287854637,2.4813425528018436,-4.804074721886662,-0.47441432005222417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-01,82.55,12,4,2013,-2.4492935982947064e-16,1.0,4.425445255041403,7.096000920351611,2.725890119230541,4.050044303325521,2.0028304393079956,5.60939853242805,4.623978447635891,3.9007884372221455,2.240874250158343,3.04595661702609,1.4866023879235613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-01,301.83,1,1,2014,0.49999999999999994,0.8660254037844387,5.713171591952887,4.425445255041403,7.096000920351611,2.725890119230541,0.0,5.052161040924754,4.749112098207852,4.304557573177713,2.2029610238365,1.6995551358108618,-0.6267157858833512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-01,66.53,2,1,2014,0.8660254037844386,0.5000000000000001,4.212571943586751,5.713171591952887,4.425445255041403,7.096000920351611,7.529964841117204,4.405010471064257,5.7448725891153,5.2567528385031945,1.3355600343286456,-1.3828293283987243,1.30816112088863,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-01,144.62,3,1,2014,1.0,6.123233995736766e-17,4.981000488966565,4.212571943586751,5.713171591952887,4.425445255041403,4.050044303325521,5.637250857510586,4.783729596860347,4.703854022248119,0.811927076998679,-0.21287331145465238,-1.4246789139238354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-01,48.87,4,2,2014,0.8660254037844387,-0.4999999999999998,3.9094196195580313,4.981000488966565,4.212571943586751,5.713171591952887,2.725890119230541,4.807866102033196,4.968914674835401,4.859013386521626,0.7503728248987658,-0.7321711029863218,0.17313438693336902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01,84.39,5,2,2014,0.49999999999999994,-0.8660254037844387,4.447228997919515,3.9094196195580313,4.981000488966565,4.212571943586751,7.096000920351611,4.501585869731521,4.367664017370449,5.056268303242875,0.5523690373595205,-0.3031523240287193,-0.5921662501734897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-01,1236.843999999998,6,2,2014,1.2246467991473532e-16,-1.0,7.121126435611598,4.447228997919515,3.9094196195580313,4.981000488966565,4.425445255041403,2.0028304393079956,4.44588303548137,4.614806316170858,0.5357917026529535,-0.5337714910470499,2.4443985586115193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-01,913.14,7,3,2014,-0.4999999999999997,-0.8660254037844388,6.817983732590905,7.121126435611598,4.447228997919515,3.9094196195580313,5.713171591952887,0.0,5.159258351029714,5.064086512932558,1.7201757229536554,3.2117068160535664,7.121126435611598,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-01,919.47,8,3,2014,-0.8660254037844385,-0.5000000000000004,6.824884409158874,6.817983732590905,7.121126435611598,4.447228997919515,4.212571943586751,7.529964841117204,6.128779722040673,5.248221869705561,1.4641323379199584,2.37075473467139,-0.7119811085262988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-01,211.39000000000001,9,3,2014,-1.0,-1.8369701987210297e-16,5.358424207280155,6.824884409158874,6.817983732590905,7.121126435611598,4.981000488966565,4.050044303325521,6.921331525787125,5.683607280634249,0.17306186560908804,-0.2962420264527239,2.774840105833353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-01,489.79,10,4,2014,-0.8660254037844386,0.5000000000000001,6.19601633773106,5.358424207280155,6.824884409158874,6.817983732590905,3.9094196195580313,2.725890119230541,6.333764116343311,5.746511233686513,0.8446761855840178,-1.45955952531075,2.632534088049614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,191.9,11,4,2014,-0.5000000000000004,0.8660254037844384,5.262171919911683,6.19601633773106,5.358424207280155,6.824884409158874,4.447228997919515,7.096000920351611,6.126441651390029,6.127610686715351,0.7357016097971584,-0.6288680714278136,-0.8999845826205508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-01,502.96,12,4,2014,-2.4492935982947064e-16,1.0,6.222496899842429,5.262171919911683,6.19601633773106,5.358424207280155,7.121126435611598,4.425445255041403,5.6055374883076325,6.2634345070473785,0.5136293210265784,-0.09625228736847191,0.8367266648702802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01,14.27,1,1,2015,0.49999999999999994,0.8660254037844387,2.725890119230541,6.222496899842429,5.262171919911683,6.19601633773106,6.817983732590905,5.713171591952887,5.893561719161724,6.113662917752518,0.5469598833462891,0.0264805621113684,0.5093253078895419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01,118.49,2,1,2015,0.8660254037844386,0.5000000000000001,4.7832326858616625,2.725890119230541,6.222496899842429,5.262171919911683,6.824884409158874,4.212571943586751,4.736852979661551,5.43164731552579,1.8065255980180288,-2.536281800681142,-1.4866818243562094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-01,242.94,3,1,2015,1.0,6.123233995736766e-17,5.496922293415092,4.7832326858616625,2.725890119230541,6.222496899842429,5.358424207280155,4.981000488966565,4.577206568311544,5.091372028309588,1.7573843675729668,-1.439264213980766,-0.19776780310490238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-01,678.44,4,2,2015,0.8660254037844387,-0.4999999999999998,6.521268929471754,5.496922293415092,4.7832326858616625,2.725890119230541,6.19601633773106,3.9094196195580313,4.335348366169098,5.114455042665411,1.4387859814653952,2.7710321741845507,1.5875026738570606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,604.12,5,2,2015,0.49999999999999994,-0.8660254037844387,6.405426785470093,6.521268929471754,5.496922293415092,4.7832326858616625,5.262171919911683,4.447228997919515,5.600474636249502,5.168663807955526,0.8736331105249157,1.7380362436100913,2.074039931552239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,908.49,6,2,2015,1.2246467991473532e-16,-1.0,6.812884002845505,6.405426785470093,6.521268929471754,5.496922293415092,6.222496899842429,7.121126435611598,6.141206002785647,5.359206285548595,0.5609643252488837,0.908504492055001,-0.7156996501415049,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,1834.123999999998,7,3,2015,-0.4999999999999997,-0.8660254037844388,7.514867333137467,6.812884002845505,6.405426785470093,6.521268929471754,2.725890119230541,6.817983732590905,6.5798599059291165,5.457604136049109,0.2099524300633322,0.2916150733737508,-0.005099729745400516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,817.2099999999999,8,3,2015,-0.8660254037844385,-0.5000000000000004,6.707119027371234,7.514867333137467,6.812884002845505,6.405426785470093,4.7832326858616625,6.824884409158874,6.911059373817689,6.2557670050335945,0.5611981689218739,1.1094405476673739,0.6899829239785928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,1182.6,9,3,2015,-1.0,-1.8369701987210297e-16,7.076315920526055,6.707119027371234,7.514867333137467,6.812884002845505,5.496922293415092,5.358424207280155,7.0116234544514,6.5764147286185235,0.4390186312510136,-0.10576497547427088,1.3486948200910787,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-01,800.26,10,4,2015,-0.8660254037844386,0.5000000000000001,6.686185488656219,7.076315920526055,6.707119027371234,7.514867333137467,6.521268929471754,6.19601633773106,7.099434093678251,6.839646999803684,0.40437008892161497,-0.43855141261141206,0.8802995827949944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,375.72,11,4,2015,-0.5000000000000004,0.8660254037844384,5.931502205935299,6.686185488656219,7.076315920526055,6.707119027371234,6.405426785470093,5.262171919911683,6.823206812184502,6.867133093001095,0.2194486700913789,-0.020933538715015132,1.4240135687445354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,199.37,12,4,2015,-2.4492935982947064e-16,1.0,5.300165657405654,5.931502205935299,6.686185488656219,7.076315920526055,6.812884002845505,6.222496899842429,6.564667871705857,6.788145663078629,0.5820004370279656,-1.1448137145907555,-0.2909946939071295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,2177.953999999998,1,1,2013,0.49999999999999994,0.8660254037844387,7.6866002241205935,8.857075891504234,9.654033906211861,8.746118078556135,8.627630916206632,7.340128429980553,9.085742625424077,8.91588399682879,0.49527178793882837,0.11095781294809903,1.5169474615236807,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-01,2527.58,2,1,2013,0.8660254037844386,0.5000000000000001,7.83541315933137,7.6866002241205935,8.857075891504234,9.654033906211861,8.025493495448723,7.997602600642351,8.732570007278897,8.759045548147784,0.989608563908909,-1.9674336820912677,-0.3110023765217571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,6522.1039999999975,3,1,2013,1.0,6.123233995736766e-17,8.783105615253238,7.83541315933137,7.6866002241205935,8.857075891504234,9.58495169304515,8.274883130440118,8.126363091652065,8.727365492128223,0.637175187309079,-1.0216627321728637,-0.43946997110874797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,8428.827999999996,4,2,2013,0.8660254037844387,-0.4999999999999998,9.03953164746628,8.783105615253238,7.83541315933137,7.6866002241205935,8.746118078556135,8.219689713133434,8.101706332901735,8.593724479162905,0.5947815220006183,1.0965053911326441,0.5634159021198037,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-01,7075.913999999998,5,2,2013,0.49999999999999994,-0.8660254037844387,8.864593215960122,9.03953164746628,8.783105615253238,7.83541315933137,9.654033906211861,8.75473688126041,8.552683474016964,8.642626740647929,0.6342681654836629,1.2041184881349096,0.2847947662058701,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-01,3713.19,6,2,2013,1.2246467991473532e-16,-1.0,8.219915898385505,8.864593215960122,9.03953164746628,8.783105615253238,8.857075891504234,8.647798557397008,8.895743492893214,8.51105329227264,0.1310203507623648,0.08148760070688432,0.21679465856311353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-01,7525.4339999999975,7,3,2013,-0.4999999999999997,-0.8660254037844388,8.926176636245968,8.219915898385505,8.864593215960122,9.03953164746628,7.6866002241205935,8.627630916206632,8.708013587270637,8.404859960086185,0.4316600272502857,-0.819615749080775,-0.4077150178211273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-01,7441.217999999995,8,3,2013,-0.8660254037844385,-0.5000000000000004,8.914924201678282,8.926176636245968,8.219915898385505,8.864593215960122,7.83541315933137,8.025493495448723,8.670228583530532,8.611456028773746,0.3911959422277059,0.06158342028584585,0.9006831407972449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-01,6599.361999999994,9,3,2013,-1.0,-1.8369701987210297e-16,8.794879774995241,8.914924201678282,8.926176636245968,8.219915898385505,8.783105615253238,9.58495169304515,8.68700557876992,8.791374535831567,0.40455065376555605,0.6950083032927772,-0.6700274913668682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,5566.903999999998,10,4,2013,-0.8660254037844386,0.5000000000000001,8.62477396048631,8.794879774995241,8.914924201678282,8.926176636245968,9.03953164746628,8.746118078556135,8.878660204306497,8.793336895788565,0.07277379042356076,-0.1312968612507266,0.04876169643910622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,18507.411999999993,11,4,2013,-0.5000000000000004,0.8660254037844384,9.825980610423171,8.62477396048631,8.794879774995241,8.914924201678282,8.864593215960122,9.654033906211861,8.778192645719946,8.724210614625239,0.1457931268219844,-0.29015024119197186,-1.029259945725551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-01,12158.977999999996,12,4,2013,-2.4492935982947064e-16,1.0,9.405905346307994,9.825980610423171,8.62477396048631,8.794879774995241,8.219915898385505,8.857075891504234,9.081878115301576,8.884441847035745,0.6500002995899925,1.0311008354279299,0.968904718918937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-01,4402.991999999994,1,1,2014,0.49999999999999994,0.8660254037844387,8.390266681310493,9.405905346307994,9.825980610423171,8.62477396048631,8.926176636245968,7.6866002241205935,9.285553305739159,9.082106755022828,0.6095800310172158,0.7811313858216842,1.719305122187401,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-01,1115.72,2,1,2014,0.8660254037844386,0.5000000000000001,7.018151096204503,8.390266681310493,9.405905346307994,9.825980610423171,8.914924201678282,7.83541315933137,9.207384212680553,8.992788429200248,0.7381575725646852,-1.4357139291126781,0.5548535219791226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-01,9975.967999999995,3,1,2014,1.0,6.123233995736766e-17,9.208034515531397,7.018151096204503,8.390266681310493,9.405905346307994,8.794879774995241,8.783105615253238,8.27144104127433,8.676659578287952,1.198303901049033,-2.387754250103492,-1.764954519048735,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-01,6400.651999999994,4,2,2014,0.8660254037844387,-0.4999999999999998,8.764311361039237,9.208034515531397,7.018151096204503,8.390266681310493,8.62477396048631,9.03953164746628,8.205484097682131,8.745518701710644,1.1065739017209824,0.8177678342209038,0.16850286806511683,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01,7791.911999999994,5,2,2014,0.49999999999999994,-0.8660254037844387,8.960969881594508,8.764311361039237,9.208034515531397,7.018151096204503,9.825980610423171,8.864593215960122,8.330165657591714,8.76877493513613,1.1576956493082189,1.7461602648347343,-0.10028185492088504,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-01,6755.02,6,2,2014,1.2246467991473532e-16,-1.0,8.818189238254867,8.960969881594508,8.764311361039237,9.208034515531397,9.405905346307994,8.219915898385505,8.977771919388381,8.624606480331353,0.22233823515906057,-0.2470646339368887,0.7410539832090031,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-01,7616.773999999998,7,3,2014,-0.4999999999999997,-0.8660254037844388,8.938239480019332,8.818189238254867,8.960969881594508,8.764311361039237,8.390266681310493,8.926176636245968,8.847823493629539,8.526653795655834,0.10162325150014788,0.053877877215629866,-0.10798739799110102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-01,7884.637999999995,8,3,2014,-0.8660254037844385,-0.5000000000000004,8.972798409250037,8.938239480019332,8.818189238254867,8.960969881594508,7.018151096204503,8.914924201678282,8.905799533289569,8.61798259544064,0.07671923250398262,-0.022730401575175918,0.02331527834104996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-01,15489.151999999993,9,3,2014,-1.0,-1.8369701987210297e-16,9.64795974614521,8.972798409250037,8.938239480019332,8.818189238254867,9.208034515531397,8.794879774995241,8.909742375841413,8.943757147614896,0.08114839892971502,0.15460917099517069,0.17791863425479626,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-01,7080.301999999994,10,4,2014,-0.8660254037844386,0.5000000000000001,8.865213068085628,9.64795974614521,8.972798409250037,8.938239480019332,8.764311361039237,8.62477396048631,9.186332545138194,9.017078019383865,0.40015413833869157,0.7097202661258777,1.0231857856588995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,14406.711999999994,11,4,2014,-0.5000000000000004,0.8660254037844384,9.575518897760952,8.865213068085628,9.64795974614521,8.972798409250037,8.960969881594508,9.825980610423171,9.161990407826961,9.033894970558263,0.424285634623048,-0.10758534116440899,-0.9607675423375426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-01,15348.54999999999,12,4,2014,-2.4492935982947064e-16,1.0,9.638841436624709,9.575518897760952,8.865213068085628,9.64795974614521,8.818189238254867,9.405905346307994,9.362897237330598,9.136319806586004,0.43252637880996,-0.07244084838425735,0.16961355145295798,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01,11098.85599999999,1,1,2015,0.49999999999999994,0.8660254037844387,9.314687414243302,9.638841436624709,9.575518897760952,8.865213068085628,8.938239480019332,8.390266681310493,9.359857800823763,9.273095172980979,0.4295433560203581,0.7736283685390806,1.2485747553142161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01,3334.7999999999997,2,1,2015,0.8660254037844386,0.5000000000000001,8.112467809643073,9.314687414243302,9.638841436624709,9.575518897760952,8.972798409250037,7.018151096204503,9.509682582876321,9.335836495351641,0.1718131916492779,-0.2608314835176504,2.2965363180387994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-01,12575.815999999992,3,1,2015,1.0,6.123233995736766e-17,9.439610398060198,8.112467809643073,9.314687414243302,9.638841436624709,9.64795974614521,9.208034515531397,9.021998886837027,9.192448062083812,0.8041791111703398,-1.526373626981636,-1.0955667058883236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-01,3592.19,4,2,2015,0.8660254037844387,-0.4999999999999998,8.186795666316558,9.439610398060198,8.112467809643073,9.314687414243302,8.865213068085628,8.764311361039237,8.955588540648858,9.15772317073631,0.7328307193753788,0.12492298381689615,0.6752990370209613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,11193.413999999999,5,2,2015,0.49999999999999994,-0.8660254037844387,9.323170182866034,8.186795666316558,9.439610398060198,8.112467809643073,9.575518897760952,8.960969881594508,8.579624624673277,9.044653603774798,0.7456961883973624,0.0743278566734844,-0.7741742152779505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,9090.507999999996,6,2,2015,1.2246467991473532e-16,-1.0,9.115096070001865,9.323170182866034,8.186795666316558,9.439610398060198,9.638841436624709,8.818189238254867,8.983192082414265,9.002595484625646,0.6921524540219293,-0.1164402151941637,0.5049809446111677,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,10247.6,7,3,2015,-0.4999999999999997,-0.8660254037844388,9.23489638987207,9.115096070001865,9.323170182866034,8.186795666316558,9.314687414243302,8.938239480019332,8.875020639728152,8.915304590188505,0.6050321641298138,0.9283004036853075,0.17685658998253295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,4969.647999999996,8,3,2015,-0.8660254037844385,-0.5000000000000004,8.511305492885404,9.23489638987207,9.115096070001865,9.323170182866034,8.112467809643073,8.972798409250037,9.22438754757999,8.902006086126633,0.10443436185376541,-0.08827379299396476,0.26209798062203227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,15927.165999999992,9,3,2015,-1.0,-1.8369701987210297e-16,9.675844267588268,8.511305492885404,9.23489638987207,9.115096070001865,9.439610398060198,9.64795974614521,8.953765984253115,8.968479033333688,0.3878356533072693,-0.6037905771164613,-1.136654253259806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-01,10415.847999999996,10,4,2015,-0.8660254037844386,0.5000000000000001,9.25117977434492,9.675844267588268,8.511305492885404,9.23489638987207,8.186795666316558,8.865213068085628,9.140682050115247,9.007851344921699,0.5879582432524295,0.4409478777161979,0.8106311995026392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,14215.117999999995,11,4,2015,-0.5000000000000004,0.8660254037844384,9.56213167030651,9.25117977434492,9.675844267588268,8.511305492885404,9.323170182866034,9.575518897760952,9.14610984493953,9.18524869625976,0.5893364124127769,0.7398742814595156,-0.3243391234160331,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,16014.385999999991,12,4,2015,-2.4492935982947064e-16,1.0,9.681305164156797,9.56213167030651,9.25117977434492,9.675844267588268,9.115096070001865,9.638841436624709,9.496385237413234,9.225075610833173,0.21983386462067683,-0.11371259728175787,-0.07670976631819926,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,1392.51,1,1,2013,0.49999999999999994,0.8660254037844387,7.239581023071353,7.838213180907005,6.1728273110736245,6.131269966798858,6.690457110083446,7.452895369162784,6.7141034862598294,7.048777368698661,0.9737292782984492,1.7069432141081462,0.38531781174422086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-01,529.28,2,1,2013,0.8660254037844386,0.5000000000000001,6.2734051689306485,7.239581023071353,7.838213180907005,6.1728273110736245,7.131154797533938,6.441217636259576,7.083540505017328,7.1402980208633124,0.8435869879959617,1.0667537119977286,0.7983633868117774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,2428.98,3,1,2013,1.0,6.123233995736766e-17,7.7956383058480485,6.2734051689306485,7.239581023071353,7.838213180907005,8.328741845795093,6.8083989244420025,7.117066457636336,6.997339749429432,0.789565318795189,-1.564808011976356,-0.534993755511354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,1816.443999999998,4,2,2013,0.8660254037844387,-0.4999999999999998,7.505186397378655,7.7956383058480485,6.2734051689306485,7.239581023071353,6.131269966798858,7.247365444294277,7.102874832616684,6.908489159438257,0.7702693474777634,0.5560572827766954,0.5482728615537713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-01,988.28,5,2,2013,0.49999999999999994,-0.8660254037844387,6.896977405810259,7.505186397378655,7.7956383058480485,6.2734051689306485,6.1728273110736245,7.744777669950071,7.191409957385784,7.137475231201556,0.8081708801381661,1.231781228448006,-0.23959127257141688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-01,4582.14,6,2,2013,1.2246467991473532e-16,-1.0,8.430139631718747,6.896977405810259,7.505186397378655,7.7956383058480485,7.838213180907005,7.227183080994092,7.399267369678988,7.258166913657661,0.45859784521497315,-0.8986609000377896,-0.3302056751838327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-01,1518.383999999998,7,3,2013,-0.4999999999999997,-0.8660254037844388,7.326060268541119,8.430139631718747,6.896977405810259,7.505186397378655,7.239581023071353,6.690457110083446,7.6107678116358874,7.356821322126286,0.772015012169833,0.9249532343400926,1.7396825216353013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-01,1764.58,8,3,2013,-0.8660254037844385,-0.5000000000000004,7.47623452728435,7.326060268541119,8.430139631718747,6.896977405810259,6.2734051689306485,7.131154797533938,7.551059102023376,7.37123452970458,0.7909582536641561,0.42908286273086027,0.19490547100718114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-01,3169.263999999998,9,3,2013,-1.0,-1.8369701987210297e-16,8.061570144160774,7.47623452728435,7.326060268541119,8.430139631718747,7.7956383058480485,8.328741845795093,7.744144809181406,7.571706089430196,0.5988152882219198,-0.9539051044343969,-0.8525073185107432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,268.32,10,4,2013,-0.8660254037844386,0.5000000000000001,5.5959002636770805,8.061570144160774,7.47623452728435,7.326060268541119,7.505186397378655,6.131269966798858,7.621288313328748,7.616028062482318,0.3886182508810827,0.7355098756196545,1.9303001773619153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,2271.22,11,4,2013,-0.5000000000000004,0.8660254037844384,7.72851260613914,5.5959002636770805,8.061570144160774,7.47623452728435,6.896977405810259,6.1728273110736245,7.044568311707401,7.297813706865388,1.2882677443505333,-1.8803342636072697,-0.576927047396544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-01,893.08,12,4,2013,-2.4492935982947064e-16,1.0,6.7957952566285424,7.72851260613914,5.5959002636770805,8.061570144160774,8.430139631718747,7.838213180907005,7.128661004658998,7.436402906920201,1.3378148032257067,-0.3330575380216336,-0.10970057476786454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
